[2025-09-12T07:11:11.090Z] [info] nav:login:goto {"url":"https://iampe.adm.gov.it/sam/UI/Login?realm=/adm&locale=en"}
[2025-09-12T07:11:17.993Z] [response] https://www.adm.gov.it/portale/combo?browserId=other&minifierType=js&languageId=en_US&b=7210&t=1757630768841&/portale/o/frontend-js-jquery-web/jquery/jquery.min.js&/portale/o/frontend-js-jquery-web/jquery/bootstrap.bundle.min.js&/portale/o/frontend-js-jquery-web/jquery/collapsible_search.js&/portale/o/frontend-js-jquery-web/jquery/fm.js&/portale/o/frontend-js-jquery-web/jquery/form.js&/portale/o/frontend-js-jquery-web/jquery/popper.min.js&/portale/o/frontend-js-jquery-web/jquery/side_navigation.js {"status":200,"contentType":"text/javascript","saved":"net\\0050_200_www.adm.gov.it_portale_combo_browserId_other_minifierType_js_languageId_en_US_b_7210_t_1757630768841_portale_o_frontend-js-jquery-web_jquery.txt"}
[2025-09-12T07:11:18.034Z] [response] https://www.adm.gov.it/portale/combo?browserId=other&minifierType=js&languageId=en_US&b=7210&t=1757630692899&/o/frontend-js-web/loader/config.js&/o/frontend-js-web/loader/loader.js&/o/frontend-js-web/aui/aui/aui.js&/o/frontend-js-web/aui/aui-base-html5-shiv/aui-base-html5-shiv.js&/o/frontend-js-web/liferay/browser_selectors.js&/o/frontend-js-web/liferay/modules.js&/o/frontend-js-web/liferay/aui_sandbox.js&/o/frontend-js-web/misc/svg4everybody.js&/o/frontend-js-web/aui/arraylist-add/arraylist-add.js&/o/frontend-js-web/aui/arraylist-filter/arraylist-filter.js&/o/frontend-js-web/aui/arraylist/arraylist.js&/o/frontend-js-web/aui/array-extras/array-extras.js&/o/frontend-js-web/aui/array-invoke/array-invoke.js&/o/frontend-js-web/aui/attribute-base/attribute-base.js&/o/frontend-js-web/aui/attribute-complex/attribute-complex.js&/o/frontend-js-web/aui/attribute-core/attribute-core.js&/o/frontend-js-web/aui/attribute-observable/attribute-observable.js&/o/frontend-js-web/aui/attribute-extras/attribute-extras.js&/o/frontend-js-web/aui/base-base/base-base.js&/o/frontend-js-web/aui/base-pluginhost/base-pluginhost.js&/o/frontend-js-web/aui/classnamemanager/classnamemanager.js&/o/frontend-js-web/aui/datatype-xml-format/datatype-xml-format.js&/o/frontend-js-web/aui/datatype-xml-parse/datatype-xml-parse.js&/o/frontend-js-web/aui/dom-base/dom-base.js&/o/frontend-js-web/aui/dom-core/dom-core.js&/o/frontend-js-web/aui/dom-screen/dom-screen.js&/o/frontend-js-web/aui/dom-style/dom-style.js&/o/frontend-js-web/aui/event-base/event-base.js&/o/frontend-js-web/aui/event-custom-base/event-custom-base.js&/o/frontend-js-web/aui/event-custom-complex/event-custom-complex.js&/o/frontend-js-web/aui/event-delegate/event-delegate.js&/o/frontend-js-web/aui/event-focus/event-focus.js&/o/frontend-js-web/aui/event-hover/event-hover.js&/o/frontend-js-web/aui/event-key/event-key.js&/o/frontend-js-web/aui/event-mouseenter/event-mouseenter.js&/o/frontend-js-web/aui/event-mousewheel/event-mousewheel.js {"status":200,"contentType":"text/javascript","saved":"net\\0051_200_www.adm.gov.it_portale_combo_browserId_other_minifierType_js_languageId_en_US_b_7210_t_1757630692899_o_frontend-js-web_loader_config.js_o_fr.txt"}
[2025-09-12T07:11:18.041Z] [response] https://www.adm.gov.it/portale/combo?browserId=other&minifierType=js&languageId=en_US&b=7210&t=1757630692899&/o/frontend-js-web/aui/aui-base-lang/aui-base-lang.js&/o/frontend-js-web/aui/aui-classnamemanager/aui-classnamemanager.js&/o/frontend-js-web/aui/aui-component/aui-component.js&/o/frontend-js-web/aui/aui-debounce/aui-debounce.js&/o/frontend-js-web/aui/aui-delayed-task-deprecated/aui-delayed-task-deprecated.js&/o/frontend-js-web/aui/aui-event-base/aui-event-base.js&/o/frontend-js-web/aui/aui-event-input/aui-event-input.js&/o/frontend-js-web/aui/aui-form-validator/aui-form-validator.js&/o/frontend-js-web/aui/aui-node-base/aui-node-base.js&/o/frontend-js-web/aui/aui-node-html5/aui-node-html5.js&/o/frontend-js-web/aui/aui-selector/aui-selector.js&/o/frontend-js-web/aui/aui-timer/aui-timer.js&/o/frontend-js-web/liferay/dependency.js&/o/frontend-js-web/liferay/dom_task_runner.js&/o/frontend-js-web/liferay/events.js&/o/frontend-js-web/liferay/language.js&/o/frontend-js-web/liferay/lazy_load.js&/o/frontend-js-web/liferay/liferay.js&/o/frontend-js-web/liferay/util.js&/o/frontend-js-web/liferay/global.bundle.js&/o/frontend-js-web/liferay/portal.js&/o/frontend-js-web/liferay/portlet.js&/o/frontend-js-web/liferay/workflow.js&/o/frontend-js-web/liferay/form.js&/o/frontend-js-web/liferay/form_placeholders.js&/o/frontend-js-web/liferay/icon.js&/o/frontend-js-web/liferay/menu.js&/o/frontend-js-web/liferay/notice.js&/o/frontend-js-web/liferay/poller.js&/o/frontend-js-web/aui/async-queue/async-queue.js&/o/frontend-js-web/aui/base-build/base-build.js&/o/frontend-js-web/aui/cookie/cookie.js&/o/frontend-js-web/aui/event-touch/event-touch.js&/o/frontend-js-web/aui/overlay/overlay.js&/o/frontend-js-web/aui/querystring-stringify/querystring-stringify.js&/o/frontend-js-web/aui/widget-child/widget-child.js&/o/frontend-js-web/aui/widget-position-align/widget-position-align.js&/o/frontend-js-web/aui/widget-position-constrain/widget-position-constrain.js {"status":200,"contentType":"text/javascript","saved":"net\\0052_200_www.adm.gov.it_portale_combo_browserId_other_minifierType_js_languageId_en_US_b_7210_t_1757630692899_o_frontend-js-web_aui_aui-base-lang_aui.txt"}
[2025-09-12T07:11:18.161Z] [response] https://www.adm.gov.it/portale/o/TemaPortaleUnico-theme/images/icon/Search.svg {"status":200,"contentType":"image/svg+xml","saved":null}
[2025-09-12T07:11:18.233Z] [response] https://www.adm.gov.it/portale/o/frontend-css-web/portal/aui_deprecated.css?t=1598461760344 {"status":200,"contentType":"text/css;charset=UTF-8","saved":"net\\0054_200_www.adm.gov.it_portale_o_frontend-css-web_portal_aui_deprecated.css_t_1598461760344.txt"}
[2025-09-12T07:11:18.261Z] [response] https://www.adm.gov.it/portale/o/TemaPortaleUnico-theme/js/main.js?browserId=other&minifierType=js&languageId=en_US&b=7210&t=1757630858000 {"status":200,"contentType":"text/javascript","saved":"net\\0055_200_www.adm.gov.it_portale_o_TemaPortaleUnico-theme_js_main.js_browserId_other_minifierType_js_languageId_en_US_b_7210_t_1757630858000.txt"}
[2025-09-12T07:11:18.356Z] [response] https://www.adm.gov.it/portale/o/TemaPortaleUnico-theme/js/bootstrap-datepicker.min.js {"status":200,"contentType":"text/javascript","saved":"net\\0056_200_www.adm.gov.it_portale_o_TemaPortaleUnico-theme_js_bootstrap-datepicker.min.js.txt"}
[2025-09-12T07:11:18.447Z] [response] https://www.adm.gov.it/portale/o/js_resolve_modules?modules=frontend-js-spa-web%403.0.35%2Fliferay%2Finit.es {"status":200,"contentType":"application/json; charset=UTF-8","saved":"net\\0057_200_www.adm.gov.it_portale_o_js_resolve_modules_modules_frontend-js-spa-web_403.0.35_2Fliferay_2Finit.es.json"}
[2025-09-12T07:11:18.452Z] [response] https://www.adm.gov.it/portale/o/TemaPortaleUnico-theme/js/adm.js {"status":200,"contentType":"text/javascript","saved":"net\\0058_200_www.adm.gov.it_portale_o_TemaPortaleUnico-theme_js_adm.js.txt"}
[2025-09-12T07:11:18.453Z] [response] https://www.adm.gov.it/portale/o/TemaPortaleUnico-theme/js/scriptInit.js {"status":200,"contentType":"text/javascript","saved":"net\\0059_200_www.adm.gov.it_portale_o_TemaPortaleUnico-theme_js_scriptInit.js.txt"}
